,name,phone number,address
245,꿈터어린이집,02-435-3382,"서울특별시 중랑구 사가정로42길 90 ,두산아파트 관리동(면목동) (면목제7동)"
246,서일대학교부설어린이집,02-492-3993,서울특별시 중랑구 용마산로90길 28-5 (면목제3.8동)
247,서초구립 나래어린이집,02-529-2019,"서울특별시 서초구 양재대로2길 33 ,지상1층 (양재1동)"
248,서초구립 신반포리오센트어린이집,02-595-5532,서울특별시 서초구 잠원로14길 32 (잠원동)
249,마포자이3차어린이집,02-714-0005,"서울특별시 마포구 숭문길 98 ,관리동 1층 (염리동)"
250,마포한강아이파크어린이집,02-334-0000,"서울특별시 마포구 희우정로 77 ,102동 1층 (망원제1동)"
251,구립 매바위어린이집,02-6959-0097,"서울특별시 은평구 응암로30길 16 ,백련산SK뷰아이파크 (응암제2동)"
252,이화의료원어린이집,02-6986-5950,"서울특별시 강서구 공항대로 260 ,B관 4층 (발산제1동)"
253,그린나래어린이집,02-6949-1609,"서울특별시 성북구 한천로 713 ,506동 1층 (장위제3동)"
254,구립 꿈터어린이집,02-2135-5448,"서울특별시 은평구 갈현로33길 24 ,갈현동현대아파트 (갈현제1동)"
255,아름다운어린이집,02-2215-6363,서울특별시 동대문구 황물로7길 21 (답십리제1동)
256,신사임당어린이집,02-494-2179,"서울특별시 중랑구 신내로 51 ,104동 103호(신내동, 성원아파트) (신내2동)"
257,지혜어린이집,02-576-0060,서울특별시 강남구 삼성로 11 (개포2동)
258,구립그라시움물빛어린이집,02-3427-0257,"서울특별시 강동구 고덕로 333 ,119동 1층(고덕동, 고덕그라시움아파트) (고덕제2동)"
259,구립그라시움별빛어린이집,02-3013-3375,"서울특별시 강동구 고덕로 333 ,140동 1층(고덕동, 고덕그라시움아파트) (고덕제2동)"
260,구립그라시움은빛어린이집,02-2135-7268,"서울특별시 강동구 고덕로 333 ,113동 1층(고덕동, 고덕그라시움아파트) (고덕제2동)"
261,N젤어린이집,02-6340-8131,서울특별시 강서구 마곡중앙로 177 (가양제1동)
262,대상어린이집,02-6406-9911,"서울특별시 중랑구 면목로 470 ,대상빌딩 내 1층 (상봉제2동)"
263,구립 아이편한어린이집,02-2662-3401,"서울특별시 강서구 공항대로 583 ,염창동, e편한세상 염창아파트 관리동 (염창동)"
264,햇살어린이집,02-2611-7618,"서울특별시 구로구 경인로47다길 34-7 ,우성꿈동산 아파트 우성상가(고척동) (고척제1동)"
265,늘사랑어린이집,02-3667-1235,서울특별시 구로구 구로중앙로40길 24 (신도림동)
266,꽃망울어린이집,02-2618-1007,"서울특별시 구로구 항동로 72 ,관리동(항동, 하버라인 4단지) (항동)"
267,자연숲어린이집,02-2688-2611,"서울특별시 구로구 연동로 234 ,관리동(항동, 하버라인 2단지) (항동)"
268,꾸미어린이집,02-6348-1108,"서울특별시 금천구 시흥대로77길 23 ,시흥베르빌 아파트 101동 104호 (시흥제1동)"
269,선재어린이집,02-720-9770,서울특별시 종로구 우정국로 51-4 (종로1.2.3.4가동)
270,구립 솔찬어린이집,02-2135-7477,서울특별시 은평구 가좌로 334 (신사제1동)
271,구립e편한2단지어린이집,02-883-0903,"서울특별시 관악구 청룡16길 43 ,서울대입구e편한세상2단지 206동 앞 (청룡동)"
272,구립e편한1단지어린이집,02-883-8083,"서울특별시 관악구 청룡10길 45 ,서울대입구e편한세상1단지 105동 앞 (청룡동)"
273,구립신사어린이집,02-857-7490,서울특별시 관악구 관천로21길 16 (신사동)
274,서초구립 누리아미어린이집,02-3477-1232,"서울특별시 서초구 서운로26길 3 ,서초4동 열린문화센터 내 (서초4동)"
275,구립래미안솔베뉴어린이집,02-6925-0850,"서울특별시 강동구 양재대로 1650 ,구립래미안솔베뉴어린이집 (명일제1동)"
276,휘경SK뷰어린이집,02-6949-3393,"서울특별시 동대문구 휘경로 60 ,휘경SK뷰아파트, 관리동 (휘경제1동)"
277,신당하나어린이집,02-2256-7646,"서울특별시 중구 왕십리로 407 ,신당파인힐하나유보라 103동 1층 (신당제5동)"
278,예크어린이집,070-4200-0713,"서울특별시 구로구 개봉로20길 158 ,현대홈타운 2단지아파트 관리동 1층 (개봉제2동)"
279,푸르지오비씨 어린이집,02-2288-2761,서울특별시 중구 을지로4가 을지로 170 (을지로동)
280,아름드리어린이집,02-943-9933,"서울특별시 성북구 장월로 160 ,래미안장위포레카운티 104동 1층 (장위제3동)"
281,교원&하나투어 공동직장어린이집,02-779-6118,"서울특별시 중구 을지로2가 을지로 55 ,교원명동빌딩 3층 (명동)"
282,구립 늘봄어린이집,02-353-7554,"서울특별시 은평구 통일로 610 ,힐스테이트녹번 106동 1층 (녹번동)"
283,구립 향림어린이집,02-353-1966,서울특별시 은평구 연서로41가길 24-1 (불광제2동)
284,사랑해어린이집,02-2135-4591,"서울특별시 송파구 동남로24길 37 ,1층 (오금동)"
285,KCC직장어린이집,02-3447-9280,"서울특별시 서초구 사평대로 334-2 ,1층 (서초4동)"
286,구립 내숲어린이집,02-302-1630,"서울특별시 은평구 은평터널로 121-6 ,이랜드타운아파트 101-102 (신사제2동)"
287,구립 맑은별어린이집,02-357-7942,"서울특별시 은평구 서오릉로21길 47 ,갈현이편한세상 103-104 (구산동)"
288,구립 봄샘어린이집,02-2651-1905,"서울특별시 양천구 목동남로4길 80 ,목동파크자이아파트 (신정7동)"
289,구립 이든샘어린이집,02-6347-1817,"서울특별시 양천구 신정로7길 75 ,이든채아파트 (신정3동)"
290,예솔어린이집,02-3152-6579,"서울특별시 서대문구 증가로 150 ,DMC2차아이파크 아파트 (남가좌제2동)"
291,헬리오마음어린이집,02-400-7751,"서울특별시 송파구 송파대로 345 ,, 510동 앞(가락동, 헬리오시티) (가락1동)"
292,사랑별어린이집,070-8160-0000,"서울특별시 송파구 송파대로 345 ,201동 102호(가락동, 헬리오시티) (가락1동)"
293,느티나무어린이집,02-2060-2010,"서울특별시 구로구 항동로 43 ,1층 관리동 (항동)"
294,어린왕자어린이집,02-3412-0612,서울특별시 강남구 자곡로7길 8-16 (세곡동)
295,천사어린이집,02-576-4938,"서울특별시 강남구 삼성로 212 ,17동 115호 (대치2동)"
296,자이안어린이집,02-6402-7007,서울특별시 은평구 통일로 1034 (진관동)
297,여의도 하나금융그룹 직장어린이집,02-780-3220,"서울특별시 영등포구 여의나루로 53-1 ,3층 (여의도동)"
298,신길햇살아이파크어린이집,02-849-9501,서울특별시 영등포구 가마산로 426 (신길제3동)
299,오금물빛어린이집,02-406-4001,서울특별시 송파구 성내천로 103 (오금동)
300,구립 기자촌어린이집,02-389-6878,"서울특별시 은평구 연서로46길 7 ,1105동 1층 (진관동)"
301,꿈나무어린이집,02-838-3934,"서울특별시 구로구 구일로4길 46 ,204동 105호(구로동,현대연예인아파트) (구로제1동)"
302,은평성모병원어린이집,02-2030-4988,"서울특별시 은평구 통일로 1021 ,별관2층 (진관동)"
303,키움어린이집,02-336-2146,"서울특별시 서대문구 홍제천로 136 ,103동 1층(연희동, 연희파크푸르지오) (연희동)"
304,푸르지오아이숲어린이집,02-2613-9280,"서울특별시 구로구 중앙로 121 ,고척파크푸르지오 관리동 (고척제2동)"
305,가온누리어린이집,02-988-5100,"서울특별시 성북구 숭인로 50 ,122동 1층 (길음제2동)"
306,구립 해온어린이집,02-462-6738,서울특별시 성동구 성수동1가 왕십리로5길 3 (성수1가제2동)
307,헬리오바른어린이집,02-401-7715,"서울특별시 송파구 송파대로 345 ,, 515동 앞(가락동, 헬리오시티) (가락1동)"
308,헬리오사랑어린이집,02-400-2021,"서울특별시 송파구 송파대로 345 ,, 201동 앞(가락동, 헬리오시티) (가락1동)"
309,가재울어린이집,02-304-7002,서울특별시 서대문구 모래내로15길 31 (남가좌제1동)
310,구립 은뜨락어린이집,02-388-7676,서울특별시 은평구 통일로 972 (진관동)
311,거여리본타운어린이집,02-402-1900,서울특별시 송파구 오금로53길 14 (거여1동)
312,동화숲어린이집,02-3402-2010,"서울특별시 송파구 송파대로 345 ,406동 104호(가락동, 헬리오시티) (가락1동)"
313,헬리오어린이집,02-409-0320,"서울특별시 송파구 송파대로 345 ,206동 103호(가락동, 헬리오시티) (가락1동)"
314,아장닷컴어린이집,02-2602-8554,서울특별시 강서구 화곡로42나길 30-17 (화곡본동)
315,공릉한보어린이집,02-977-4659,"서울특별시 노원구 공릉로46길 19 ,102동 102호(공릉동, 한보에센시티A) (공릉2동)"
316,구립 가온어린이집,02-2658-0179,"서울특별시 강서구 양천로 590 ,102동 102호 (등촌제1동)"
317,구립 강변어린이집,02-2659-9046,서울특별시 강서구 허준로 139 (가양제2동)
318,구립 다원어린이집,02-353-4477,"서울특별시 은평구 갈현로19길 16 ,다원어린이집 (갈현제2동)"
319,구립 뜰아래어린이집,02-3664-5637,"서울특별시 강서구 양천로67가길 49 ,201동 105호 (염창동)"
320,구립 물고기어린이집,070-8278-4030,"서울특별시 광진구 뚝섬로34길 25-19 ,1006동 102호 (자양제3동)"
321,구립 베라힐즈어린이집,02-356-9987,"서울특별시 은평구 통일로 630 ,녹번래미안베라힐즈 단지내 어린이집 (녹번동)"
322,구립 베베아이어린이집,02-455-1279,"서울특별시 광진구 아차산로 549 ,1008동 101호(광장동,현대파크빌) (광장동)"
323,구립 벽산한마음어린이집,02-6347-3434,"서울특별시 양천구 월정로9길 20 ,양천벽산블루밍2단지 203동 106호 (신월4동)"
324,구립 봄빛어린이집,02-467-4720,"서울특별시 광진구 능동로 19 ,101동 103호(자양동,한강현대아파트) (자양제4동)"
325,구립 사랑모아어린이집,02-457-0348,"서울특별시 광진구 광나루로56길 32 ,구의현대아파트 202동 103호 (구의제3동)"
326,구립 산새소리어린이집,02-356-9501,"서울특별시 은평구 서오릉로17길 10-5 ,(구립 산새소리어린이집, 구산동) (구산동)"
327,구립 샛별어린이집,02-2606-5070,서울특별시 강서구 초록마을로 166 (화곡제8동)
328,구립 엄마품어린이집,02-2690-7223,"서울특별시 양천구 오목로35길 5 ,보람쉬움아파트 1동 105호 (신정4동)"
329,구립 엔젤아이어린이집,02-6341-7373,"서울특별시 강서구 양천로 507 ,106동 104호 (가양제3동)"
330,구립 진로어린이집,02-2658-4979,"서울특별시 강서구 공항대로 351-21 ,102동 102호 (등촌제3동)"
331,구립 청마루어린이집,02-2061-6540,"서울특별시 양천구 목동남로2길 60-30 ,세양청마루아파트 106동 103호 (신정7동)"
332,구립 청솔어린이집,02-2606-7045,"서울특별시 강서구 강서로47마길 71 ,107호 (발산제1동)"
333,구립 푸른솔어린이집,02-6342-0042,"서울특별시 강서구 화곡로13길 107 ,104동 104호(화곡동,화곡푸르지오) (화곡제3동)"
334,구립 푸름어린이집,02-355-5008,서울특별시 은평구 진흥로1길 35-1 (역촌동)
335,구립 피노키오어린이집,02-2605-7829,서울특별시 강서구 강서로12길 73 (화곡제8동)
336,구립 하늘땅별땅어린이집,02-498-3062,"서울특별시 광진구 동일로56길 15 ,(군자동) (군자동)"
337,구립 한빛어린이집,02-2697-6711,서울특별시 강서구 강서로8길 134 (화곡제2동)
338,구립 해뜰어린이집,02-3663-0218,"서울특별시 강서구 강서로68길 36 ,등촌주공2단지아파트 근로복지관2층 (등촌제3동)"
339,구립 행복마루어린이집,02-455-0516,"서울특별시 광진구 뚝섬로56가길 10 ,(자양2동 현대3차 301-105) (자양제2동)"
340,구립건강한어린이집,02-6080-8058,"서울특별시 관악구 관악로 285 ,성현동아아파트 107-103 (성현동)"
341,구립꼬꼬마어린이집,02-6335-2677,"서울특별시 관악구 호암로 399 ,삼성산주공아파트 306-101 (삼성동)"
342,구립꿈의숲어린이집,02-981-2265,"서울특별시 강북구 오현로 180 ,101동 102호(번동, 한솔솔파크아파트) (번3동)"
343,구립두산위브어린이집,02-982-6804,"서울특별시 강북구 삼양로27길 95 ,214동 103호(미아동, 두산위브아파트) (삼각산동)"
344,구립드림타운어린이집,02-838-7974,"서울특별시 관악구 난곡로 55 ,관악산휴먼시아아파트 224-103 (난향동)"
345,구립롯데키즈어린이집,02-847-5333,"서울특별시 동작구 여의대방로10길 38 ,보라매롯데낙천대아파트 관리동 1층 (신대방제1동)"
346,구립무지개어린이집,02-6228-7326,"서울특별시 강북구 삼양로19길 113 ,101동 101호(미아동, 삼각산아이원아파트) (삼각산동)"
347,구립바르니어린이집,02-582-4701,"서울특별시 동작구 사당로17길 52 ,대림아파트 3-106 (사당제3동)"
348,구립반짝반짝어린이집,02-6338-4003,"서울특별시 강북구 삼양로27길 95 ,301동 103호(미아동,두산위브아파트) (삼각산동)"
349,구립번동어린이집,02-902-1889,서울특별시 강북구 한천로124나길 34 (번1동)
350,구립별마루어린이집,02-830-8992,서울특별시 금천구 독산로94길 17 (독산제3동)
351,구립별이랑어린이집,02-888-2829,"서울특별시 관악구 낙성대역길 19 ,동원낙성대아파트 101-106 (인헌동)"
352,구립숲사랑어린이집,02-985-3465,서울특별시 강북구 도봉로22길 7 (송중동)
353,구립아이땅어린이집,02-984-0339,"서울특별시 강북구 솔샘로 174 ,140동 101호(미아동, 에스케이북한산시티아파트) (삼각산동)"
354,구립아이봄어린이집,02-883-2081,"서울특별시 관악구 은천로 86 ,두산아파트 208-101 (은천동)"
355,구립어린왕자어린이집,02-906-1123,"서울특별시 강북구 한천로124나길 10 ,101동 108호(번동,번동쌍용아파트) (번1동)"
356,구립캐슬아이어린이집,02-804-7999,"서울특별시 금천구 벚꽃로 30 ,금천 롯데캐슬 골드파크 2차 관리동어린이집 (독산제1동)"
357,구립킨더어린이집,02-6015-2345,"서울특별시 강북구 숭인로 39 ,관리동 1층(미아동,송천센트레빌아파트) (송천동)"
358,구립튼튼어린이집,02-945-9127,"서울특별시 강북구 솔샘로 174 ,116동 101호(미아동, SK북한산시티아파트) (삼각산동)"
359,구립해맑은어린이집,02-803-1227,"서울특별시 금천구 독산로35길 15-6 ,한백아트 101호 (시흥제1동)"
